kodikos,perigrafi,price,stock_softone,promitheftis,category,kathgoria,photo_url,container,q
ZPTMDB900BURSH,I146 BURSH,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB900BURSH.png,,0
ZPTMDB9003,I146 JIG SAW MJS7003,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003.png,,0
ZPTMDB9003bearing,I146 bearing6205,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003bearing.png,,0
ZPTMDB9003bearing6205,I146 bearing6205,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003bearing6205.png,,0
ZPTMDB9003bearingcover,I146 bearing cover6205,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003bearingcover.png,,0
ZPTMDB9003bearingcover6205,I146 bearing cover6205,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003bearingcover6205.png,,0
ZPTMDB9003biggear,I146 big gear,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003biggear.png,,0
ZPTMDB9003piston,I146 piston,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003piston.png,,0
ZPTMDB9003smallgear,I146 small gear,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003smallgear.png,,0
ZPTMDB9003STATOR,I146 STATOR,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9003STATOR.png,,0
ZPTMDB9005,I146 Demolition Hammer,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDB9005.png,,0
ZPTMDCD2605,I146 Diamond Core Drill,0,1,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDCD2605.png,,1
ZPTMDP2003,I146 AIR STAPLER MAS1013J,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDP2003.png,,0
ZPTMDP2003switch,I146 switch,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDP2003switch.png,,0
ZPTMDS7503L,I146 DRYWALL SANDER,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMDS7503L.png,,0
ZPTMGA0101018,"I146 18"" right angle 325 chain",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGA0101018.png,,0
ZPTMGA0101222,"I146 22"" right angle 325 chain",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGA0101222.png,,-6
ZPTMGA0101818,"I146 18"" 325 guide MGA01018-18""",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGA0101818.png,,0
ZPTMGA0102022,"I146 22"" 325 guide MGA01020-22""",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGA0102022.png,,-1
ZPTMGS5803,I146 GASOLINE BRUSH CUTTER MBC4301- ECO,0,5,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGS5803.png,,5
ZPTMGS580222,I146 58CC Gasoline Chain Saw,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGS580222.png,,0
ZPTMGS580322,I146 58CC Gasoline Chain Saw (22”),0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGS580322.png,,0
ZPTMGS620124,I146 62CC Gasoline Chain Saw,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMGS620124.png,,-1
ZPTMHA01012,I146 9PCS SCREWDRIVER AND PLIERS SET MHA01012,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHA01012.png,,0
ZPTMHB100016,I146 6” END CUTTING PINCER MHB10001-6,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHB100016.png,,0
ZPTMHB100018,I146 8” END CUTTING PINCER MHB10001-8,0,24,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHB100018.png,,24
ZPTMHB0700130,I146 30” Bolt Cutter,0,7,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHB0700130.png,,7
ZPTMHB0700136,I146 36” Bolt Cutter,0,10,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHB0700136.png,,10
ZPTMHD030021000,I146 1000G Stoning Hammer Fiberglass Handle MHD03002-1000,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHD030021000.png,,0
ZPTMHE010048M,I146 8M Tape Measure（ ABS Cover),0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHE010048M.png,,0
ZPTMHE0200260,I146 Heavy Duty Spirit Level (60CM),0,2,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHE0200260.png,,2
ZPTMHE0200280,I146 Heavy Duty Spirit Level (80CM),0,10,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHE0200280.png,,10
ZPTMHF03003,I146 Snap-Off Blade Knife MHF03003,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHF03003.png,,0
ZPTMHF03005,I146 10PCS Blade Set MHF03005,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHF03005.png,,0
ZPTMHF0400224T,I146 10PCS Hacksaw Blade Set MHF04002-24T,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHF0400224T.png,,0
ZPTMHG2005V,I146 20MM DRILL PRESS MDP2003,0,11,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHG2005V.png,,11
ZPTMHI02002,"I146 9"" Caulking Gun",0,10,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHI02002.png,,10
ZPTMHI040012,I146 PAINTBRUSH 2’’,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHI040012.png,,0
ZPTMHI040012.5,I146 PAINTBRUSH 2.5’’,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHI040012.5.png,,0
ZPTMHI0200315,"I146 15"" Aluminium Caulking Gun MHI02003-15",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHI0200315.png,,0
ZPTMHK01001,I146 Safety Goggle,0,40,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHK01001.png,,40
ZPTMHPW1803,I146 High Pressure Washer,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMHPW1803.png,,0
ZPTMJ150022,I146 2“Diamond Core Bits,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ150022.png,,0
ZPTMJ150023,I146 3“Diamond Core Bits,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ150023.png,,0
ZPTMJ150024,I146 4“Diamond Core Bits,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ150024.png,,0
ZPTMJ150025,I146 5“Diamond Core Bits,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ150025.png,,0
ZPTMJ150026,I146 6“Diamond Core Bits,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ150026.png,,0
ZPTMJ150028,I146 8“Diamond Core Bits MJ15002-8,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ150028.png,,0
ZPTMJ020011006,I146 100MM Grinding Wheel,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ020011006.png,,0
ZPTMJ020012306,230MM GRINDING WHEEL MJ02001- 2306,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ020012306.png,,0
ZPTMJ030011007D,I146 100MM Diamond Disc- Dry Cutting,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ030011007D.png,,0
ZPTMJ030011257D,I146 125MM Diamond Disc- Dry Cutting,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ030011257D.png,,0
ZPTMJ030021255W,I146 125MM Diamond Disc- Wet Cutting,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ030021255W.png,,0
ZPTMJ030031257T,I146 125MM Diamond Disc- Wet Cutting,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ030031257T.png,,0
ZPTMJ0100112510,I146 230MM GRINDING WHEEL MJ02001- 2306,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ0100112510.png,,0
ZPTMJ130057514,"I146 3"" Cup Twist Wire Brush With Nut-M14 MJ13005-7514",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ130057514.png,,0
ZPTMJ0600114250,I146 14*250 SDS PLUS Point Chisel,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ0600114250.png,,0
ZPTMJ0600317280,I146 17*280MM Hex Point Chisel,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ0600317280.png,,0
ZPTMJ0600430410,I146 30*410MM PH65 Point Chisel MJ06004-30410,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ0600430410.png,,0
ZPTMJ1300510010,"I146 4"" Cup Twist Wire Brush With Nut-M10 MJ13005- 10010",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ1300510010.png,,0
ZPTMJ1300510014,"I146 4"" Cup Twist Wire Brush With Nut-M14",0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ1300510014.png,,0
ZPTMJ060011425020,I146 14*250*20MM SDS PLUS Flat Chisel,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ060011425020.png,,0
ZPTMJ060011425022,I146 14*250*22MM SDS PLUS Groove Chisel MJ06001- 1425022,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ060011425022.png,,0
ZPTMJ060011425040,I146 14*250*40MM SDS PLUS Cold Chisel MJ06001-1425040,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ060011425040.png,,0
ZPTMJ060031728022,I146 17*280*22MM Hex Flat Chisel MJ06003-1728022,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ060031728022.png,,0
ZPTMJ060031728050,I146 17*280*50MM Hex Cold Chisel MJ06003-1728050,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ060031728050.png,,0
ZPTMJ060043041035,I146 30*410*35MM PH65 Flat Chisel MJ06004-3041035,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJ060043041035.png,,0
ZPTMJS7003,I146 HOT AIR GUN MHG2005V,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJS7003.png,,0
ZPTMJS7003switch,I146 switch,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMJS7003switch.png,,0
ZPTMMF4003,I146 MULTI FUNCTION TOOLS,0,3,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMMF4003.png,,3
ZPTMMF4003SwitchSet,I146 Switch Set,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMMF4003SwitchSet.png,,0
ZPTMMX1303SWITCH,I146 SWITCH,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,,,0
ZPTMRH3203,I146 DEMOLITION HAMMER MDB9003,0,6,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMRH3203.png,,6
ZPTMRHL2609,I146 32MM ROTARY HAMMER MRH3203,0,9,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMRHL2609.png,,9
ZPTMRHL2609Carbonbrush,I146 Carbon brush,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMRHL2609Carbonbrush.png,,0
ZPTMRHL2609Cylinder,I146 Cylinder,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,,,0
ZPTMRHL2609Piston,I146 Piston,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,,,0
ZPTMRHL2609Rotor,I146 Rotor,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,,,0
ZPTMRHL2609Stator,I146 Stator,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,,,0
ZPTMRU1205SWITCH,I146 switch,0,,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,,,0
ZPTMSSWP7503,I146 Submersible clean water pump,0,9,I146,ΕΡΓΑΛΕΙΑ,ΕΡΓΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZPTMSSWP7503.png,,9
ZRBTM,I164 ΗΛΕΚΤΡΙΚΟ ΡΟΛΕΡ ΜΕ ΜΟΤΕΡ ΚΑΙ ΤΗΛΕΧΕΙΡΙΣΜΟ,0,,I164,BBQ,BAMBOO - BBQ - ΚΟΥΡΤΙΝΕΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZRBTM.png,,0
ZSAKF,I122 ΜΠΑΤΑΡΙΑ ΝΕΡΟΧΥΤΗ ΚΟΥΖΙΝΑΣ,140,49,I122,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSAKF.png,,48
ZSAKFB,I122 ΜΠΑΤΑΡΙΑ ΝΕΡΟΧΥΤΗ ΚΟΥΖΙΝΑΣ,148,14,I122,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSAKFB.png,,14
ZSAKFT,I122 ΠΡΟΕΚΤΑΣΗ ΜΠΑΤΑΡΙΑΣ ΝΕΡΟΧΥΤΗ ΚΟΥΖΙΝΑΣ,0,27,I122,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSAKFT.png,,27
ZSAOKF,"I173 STAINLESS STEEL KITCHEN FAUCET 58X44,5X49",30,43,I173,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,,,43
ZSD001,"I167 ΜΗΧΑΝΙΣΜΟΣ ΣΥΡΟΜΕΝΗΣ ΓΚΑΡΑΖΟΠΟΡΤΑΣ DC24v, IP65, ΜΕΓΙΣΤΟ ΒΑΡΟΣ 500KG,",0,1,I167,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSD001.png,,1
ZSEA9,MINI ΚΑΜΕΡΑ,0,,,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEA9.png,,0
ZSEAHD,I104 ΚΛΕΙΣΤΟ ΚΥΚΛΩΜΑ ΠΑΡΑΚΟΛΟΥΘΗΣΩΝ 8 ΚΑΜΕΡΩΝ,0,,I104,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEAHD.png,,0
ZSEBGQ9,I104 IP ΚΑΜΕΡΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ,0,,I104,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEBGQ9.png,,0
ZSEF3,ΚΑΜΕΡΑ ΕΣΩΤΕΡΙΚΟΥ ΧΩΡΟΥ,0,,,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEF3.png,,0
ZSEM3,SMART ΑΣΥΡΜΑΤΟ ΚΟΥΔΟΥΝΙ ΠΟΡΤΑΣ ΜΕ ΚΑΜΕΡΑ,0,,,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEM3.png,,0
ZSES10,ΗΛΙΑΚΗ ΚΑΜΕΡΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ,0,,,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSES10.png,,0
ZSEWEB01,WEB ΚΑΜΕΡΑ,0,,,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEWEB01.png,,0
ZSEXY001,SMART WATCH,0,,,ΑΣΦΑΛΕΙΑ,ΑΣΦΑΛΕΙΑ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSEXY001.png,,0
ZSI-004,I173 Outdoor Kitchen Sink 50X40 SS304 with drain and siphon,0,10,I173,ΚΟΥΖΙΝΑ,ΚΟΥΖΙΝΑ,,,9
ZSM10PWU,D198 ΑΠΛΟΣ ΔΙΑΚΟΠΤΗΣ ΜΕ ΚΑΠΑΚΙ,2,53,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,53
ZSM10SPU,D198 ΑΠΛΟΣ ΔΙΑΚΟΠΤΗΣ,0,,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZSM10U,D198 ΑΠΛΟΣ ΔΙΑΚΟΠΤΗΣ,0,80,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,80
ZSM11U,D198 BUTTON,0,30,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,30
ZSM40PWNT10U,D198 ΔΙΑΚΟΠΤΗΣ ROLL ON,0,11,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,11
ZSM40SBNT10U,D198 ΔΙΑΚΟΠΤΗΣ ROLL ON,0,13,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,13
ZSM41PWNT10U,D198 BUTTON ROLL ON,0,16,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,16
ZSM41SBNT10U,D198 BUTTON ROLL ON,0,15,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,15
ZSM60PWU,D198 ΔΙΑΚΟΠΤΗΣ ALERETOUR,0,104,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,104
ZSM60SBU,D198 ΔΙΑΚΟΠΤΗΣ ALERETOUR,0,52,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,52
